"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/425615","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what recent assessment he has made of the effectiveness of the Shares for Rights scheme.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14471","14471"
"http://data.parliament.uk/resources/425616","2015-11-06","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what representations he has received on the level at which the apprenticeship levy should be set; and if he will make a statement.","Biography information for Helen Jones","Helen Jones","House of Commons Tabled Parliamentary Question 2015/16 14491","14491"
"http://data.parliament.uk/resources/425617","2015-11-06","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what estimate he has made of the amount which the proposed apprenticeship levy will raise in (a) Warrington and (b) the North-West.","Biography information for Helen Jones","Helen Jones","House of Commons Tabled Parliamentary Question 2015/16 14492","14492"
"http://data.parliament.uk/resources/425618","2015-11-05","Department for Transport","2015-11-03","To ask the Secretary of State for Transport, what estimate he has made of the additional travel costs likely to be incurred by people not resident in Halton, of commuting using the bridge, arising from the Mersey Gateway Project in the first year that bridge is open.","Biography information for Mr George Howarth","Mr George Howarth","House of Commons Tabled Parliamentary Question 2015/16 14500","14500"
"http://data.parliament.uk/resources/425619","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what assistance he proposes to provide to small businesses in Halton in relation to the completion of the Mersey Gateway Project.","Biography information for Mr George Howarth","Mr George Howarth","House of Commons Tabled Parliamentary Question 2015/16 14501","14501"
"http://data.parliament.uk/resources/425620","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, if he will extend free use of the (a) Mersey Gateway and (b) Silver Jubilee Bridge to residents and UK firms across Merseyside; and if he will make a statement.","Biography information for Mr George Howarth","Mr George Howarth","House of Commons Tabled Parliamentary Question 2015/16 14502","14502"
"http://data.parliament.uk/resources/425621","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what estimate he has made of how many people over the age of 55 are likely to be affected by the Government's changes to tax credits.","Biography information for Owen Smith","Owen Smith","House of Commons Tabled Parliamentary Question 2015/16 14540","14540"
"http://data.parliament.uk/resources/425622","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what recent discussions he has had with his counterparts in devolved administrations on the merger of income tax and national insurance.","Biography information for Mr Nigel Dodds","Mr Nigel Dodds","House of Commons Tabled Parliamentary Question 2015/16 14542","14542"
"http://data.parliament.uk/resources/425623","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what estimate he has made of how many households are likely to be negatively affected by the measures announced in the Summer Budget 2015.","Biography information for Owen Smith","Owen Smith","House of Commons Tabled Parliamentary Question 2015/16 14537","14537"
"http://data.parliament.uk/resources/425624","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what estimate he has made of how many working households including people under 25 are likely to lose income as a result of changes he has announced to tax credits.","Biography information for Owen Smith","Owen Smith","House of Commons Tabled Parliamentary Question 2015/16 14536","14536"
"http://data.parliament.uk/resources/425625","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, whether he expects revenue to be generated to the public purse from the sale of assets, buildings and land in Northern Ireland during 2015-16; and if so for what amount.","Biography information for Dr Alasdair McDonnell","Dr Alasdair McDonnell","House of Commons Tabled Parliamentary Question 2015/16 14531","14531"
"http://data.parliament.uk/resources/425626","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, when he plans to publish an equality assessment of the Government's changes to tax credits.","Biography information for Owen Smith","Owen Smith","House of Commons Tabled Parliamentary Question 2015/16 14538","14538"
"http://data.parliament.uk/resources/425627","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, how much the Government has spent on raising awareness of scam activity associated with pension freedoms.","Biography information for Owen Smith","Owen Smith","House of Commons Tabled Parliamentary Question 2015/16 14539","14539"
"http://data.parliament.uk/resources/425628","2015-11-06","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what assessment he has made of the effects (a) to date and (b) in the future of the institutes of technology on UK productivity.","Biography information for Seema Malhotra","Seema Malhotra","House of Commons Tabled Parliamentary Question 2015/16 14606","14606"
"http://data.parliament.uk/resources/425629","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what assessment his Department has made of the effect on competition between different sectors in the gaming industry of different forms of gambling taxation; and if he will make a statement.","Biography information for Nigel Adams","Nigel Adams","House of Commons Tabled Parliamentary Question 2015/16 14503","14503"
"http://data.parliament.uk/resources/425630","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what preparatory work his Department has undertaken in advance of sending letters to tax credit recipients on changes to tax credits.","Biography information for Owen Smith","Owen Smith","House of Commons Tabled Parliamentary Question 2015/16 14528","14528"
"http://data.parliament.uk/resources/425631","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, when he plans to reply to the letter from the hon. Member for Pontypridd of 9 October 2015 on the cumulative effect on working families of his reforms to tax credits and benefits.","Biography information for Owen Smith","Owen Smith","House of Commons Tabled Parliamentary Question 2015/16 14534","14534"
"http://data.parliament.uk/resources/425632","2015-11-05","Department for Business, Innovation and Skills","2015-11-03","To ask the Secretary of State for Business, Innovation and Skills, what estimate he has made of the likely change in the pay gap between workers under and over 25 and those older than 25 over the course of the 2015 Parliament.","Biography information for Owen Smith","Owen Smith","House of Commons Tabled Parliamentary Question 2015/16 14535","14535"
